sa1_main16, non_sc_quals_adv_dip_dip_p, non_sc_qua_gra_dip_gra_cer_p, sa1_7dig16, non_sc_quals_postgrad_deg_p, non_sc_quals_bachelor_deg_p, p_aged_15_yr_over_p
"21101125910",34,8,"2125910",20,52,269
"21101125912",56,11,"2125912",15,78,411
"21101125922",49,9,"2125922",23,42,340
"21101126002",27,9,"2126002",16,57,228
"21101126006",0,3,"2126006",0,14,33
"21101126010",27,13,"2126010",18,68,317
"21101126011",24,5,"2126011",16,71,337
"21101126012",21,9,"2126012",24,54,241
"21101126017",19,9,"2126017",17,44,248
"21101126028",24,3,"2126028",19,60,299
"21101126037",16,6,"2126037",15,46,198
"21101144604",34,7,"2144604",15,48,378
"21101126046",28,11,"2126046",13,70,298
"21101144607",54,20,"2144607",29,93,617
"21101144612",43,9,"2144612",8,34,271
"21101144613",41,6,"2144613",23,41,341
"21101144618",35,10,"2144618",8,37,400
"21101144622",42,4,"2144622",22,70,399
"21101144623",29,18,"2144623",22,58,387
"21101144624",46,9,"2144624",4,44,487
"21101144628",24,0,"2144628",3,24,203
"21101144636",41,5,"2144636",19,69,445
"21101144637",31,5,"2144637",0,37,238
"21101144640",0,0,"2144640",0,3,7
"21101144641",53,9,"2144641",14,48,405
"21101144646",50,10,"2144646",13,50,401
"21101144650",45,3,"2144650",23,56,396
"21101144651",0,0,"2144651",0,0,0
"21101144705",56,8,"2144705",15,72,503
"21101144708",46,10,"2144708",18,74,433
"21101144710",57,9,"2144710",19,51,423
"21101144713",31,11,"2144713",16,23,205
"21101144715",55,3,"2144715",20,56,432
"21101144717",37,5,"2144717",14,41,373
"21101144719",54,11,"2144719",24,94,524
"21101144725",29,7,"2144725",3,37,243
"21101144728",51,11,"2144728",18,74,500
"21103126728",24,6,"2126728",9,26,216
"21101144802",46,18,"2144802",11,54,408
"21101144804",28,11,"2144804",5,35,293
"21101144805",37,3,"2144805",15,37,318
"21101144806",35,11,"2144806",22,48,363
"21101144807",25,5,"2144807",10,48,335
"21101144808",14,0,"2144808",3,16,232
"21101144822",31,8,"2144822",5,21,236
"21101144817",52,0,"2144817",5,58,367
"21101144819",22,7,"2144819",8,29,211
"21103126602",30,13,"2126602",22,57,278
"21101144823",43,11,"2144823",10,39,415
"21101144830",32,11,"2144830",14,58,415
"21101144831",0,0,"2144831",0,0,0
"21101144835",32,5,"2144835",7,23,228
"21101144902",44,18,"2144902",14,63,411
"21101144903",55,18,"2144903",14,59,491
"21101144904",53,7,"2144904",11,37,345
"21102126103",53,18,"2126103",45,108,574
"21102126102",51,20,"2126102",29,99,434
"21102126118",46,7,"2126118",9,40,354
"21102126124",25,3,"2126124",12,61,244
"21102126134",24,4,"2126134",18,67,286
"21102126136",26,0,"2126136",14,50,167
"21102126104",46,9,"2126104",27,91,394
"21102126213",30,22,"2126213",28,63,269
"21102126218",22,3,"2126218",4,27,160
"21102126229",22,3,"2126229",17,35,245
"21103126307",23,6,"2126307",14,39,312
"21103126301",45,6,"2126301",18,59,449
"21103126312",27,9,"2126312",0,32,303
"21103126313",25,4,"2126313",5,28,215
"21103126701",41,10,"2126701",21,59,328
"21103126314",32,8,"2126314",3,27,244
"21103126315",33,3,"2126315",9,26,271
"21103126316",24,7,"2126316",5,34,231
"21103126318",41,11,"2126318",10,31,424
"21103126325",45,14,"2126325",15,52,432
"21103126327",0,0,"2126327",0,0,0
"21103126506",45,9,"2126506",17,59,343
"21103126509",47,16,"2126509",17,67,383
"21103126517",40,10,"2126517",13,59,322
"21103126518",28,4,"2126518",4,51,258
"21103126526",30,10,"2126526",13,42,227
"21103126540",18,3,"2126540",5,23,170
"21103126702",48,27,"2126702",32,92,409
"21103126713",39,8,"2126713",19,68,338
"21103126603",0,0,"2126603",0,0,3
"21103126613",20,8,"2126613",15,41,189
"21103126631",25,10,"2126631",24,58,309
"21103126638",54,17,"2126638",26,94,485
"21103126639",25,7,"2126639",18,51,250
"21103126646",41,19,"2126646",28,59,412
"21103126647",26,10,"2126647",13,40,244
"21103126740",30,14,"2126740",16,70,274
"21103126743",68,13,"2126743",27,89,528
"21103126745",25,3,"2126745",19,39,264
"21103126747",28,10,"2126747",31,45,244
"21103126807",45,8,"2126807",15,63,339
"21103126808",54,18,"2126808",39,105,590
"21103126811",40,16,"2126811",18,75,348
"21103126814",24,7,"2126814",11,39,211
"21103126815",41,12,"2126815",14,78,366
"21103145035",18,4,"2145035",7,30,236
"21103126821",37,17,"2126821",19,70,331
"21103145007",54,16,"2145007",21,83,458
"21103145009",38,6,"2145009",12,30,307
"21103145014",29,9,"2145014",12,44,228
"21103145018",26,11,"2145018",8,43,240
"21103145021",27,11,"2145021",7,31,245
"21103145024",20,7,"2145024",9,32,243
"21103145029",29,14,"2145029",10,51,338
"21103145030",47,10,"2145030",10,29,333
"21103145032",39,4,"2145032",13,40,304
"21103145036",39,6,"2145036",10,35,365
"21103145038",29,12,"2145038",14,55,310
"21103145106",43,6,"2145106",19,45,369
"21103145110",18,18,"2145110",15,45,240
"21103145111",28,7,"2145111",8,36,257
"21103145122",27,5,"2145122",10,34,192
"21103145124",24,8,"2145124",7,39,304
"21104126903",36,11,"2126903",27,79,348
"21104126904",34,11,"2126904",21,67,307
"21104126906",46,6,"2126906",29,77,464
"21104126920",40,19,"2126920",39,99,434
"21104126921",63,22,"2126921",56,152,607
"21104127015",28,11,"2127015",20,64,283
"21104127019",30,18,"2127019",35,68,387
"21104127021",26,5,"2127021",22,91,267
"21104127032",36,24,"2127032",28,87,334
"21104127040",0,0,"2127040",0,0,0
"21104127103",40,26,"2127103",52,125,467
"21104127106",48,19,"2127106",32,101,382
"21104127113",33,14,"2127113",42,120,420
"21104127205",78,15,"2127205",42,112,528
"21104127207",30,11,"2127207",21,56,270
"21104127115",29,6,"2127115",19,61,267
"21104127116",38,16,"2127116",21,105,467
"21104127118",47,19,"2127118",21,60,294
"21104127121",46,21,"2127121",28,99,408
"21104127129",0,0,"2127129",0,0,0
"21104127214",45,7,"2127214",23,83,412
"21104127216",42,8,"2127216",25,75,355
"21104127217",50,12,"2127217",35,83,351
"21104127219",40,10,"2127219",34,79,374
"21104127223",36,6,"2127223",14,70,287
"21104127305",35,11,"2127305",30,71,383
"21104127311",24,7,"2127311",28,64,252
"21104127314",36,5,"2127314",28,79,361
"21104127315",27,9,"2127315",28,55,291
"21104127316",41,17,"2127316",33,43,339
"21104127321",42,12,"2127321",37,82,405
"21104127325",33,6,"2127325",24,79,326
"21105127430",47,24,"2127430",33,73,418
"21105127416",46,5,"2127416",15,76,343
"21105127419",22,4,"2127419",19,41,184
"21105127420",30,12,"2127420",20,45,284
"21105127426",6,0,"2127426",4,27,144
"21105127428",24,10,"2127428",9,28,231
"21105127710",24,9,"2127710",8,31,288
"21105127503",47,7,"2127503",7,41,374
"21105127504",34,13,"2127504",10,30,325
"21105127512",43,13,"2127512",5,38,288
"21105127522",40,8,"2127522",3,30,244
"21105127516",35,9,"2127516",7,46,285
"21105127517",34,5,"2127517",6,70,386
"21105127521",47,4,"2127521",11,52,279
"21105127523",29,9,"2127523",5,29,215
"21105127524",14,0,"2127524",3,16,188
"21105127525",28,9,"2127525",7,28,259
"21105127607",37,5,"2127607",14,41,360
"21105127608",29,18,"2127608",6,44,287
"21105127610",79,10,"2127610",14,50,698
"21105127711",25,3,"2127711",4,34,204
"21105127623",32,14,"2127623",6,26,218
"21105127708",47,10,"2127708",15,41,555
"21105127628",38,3,"2127628",11,50,309
"21105127629",12,4,"2127629",7,38,211
"21105127630",16,3,"2127630",5,23,159
"21105127632",38,9,"2127632",10,58,370
"21105127635",24,4,"2127635",3,35,327
"21105127717",31,10,"2127717",4,27,282
"21105127720",36,4,"2127720",6,23,304
"21105127803",23,0,"2127803",0,26,250
"21105127807",25,3,"2127807",0,11,350
"21105127810",36,7,"2127810",7,27,259
"21105127814",20,3,"2127814",7,25,249
"21105127818",57,12,"2127818",16,37,438
"21304135609",23,3,"2135609",3,20,306
"21105127820",41,4,"2127820",16,43,401
"21105127826",41,7,"2127826",12,60,366
"21105127830",53,4,"2127830",14,67,582
"21105127834",46,6,"2127834",4,40,437
"21105127841",33,3,"2127841",3,22,297
"21105127842",20,10,"2127842",3,15,230
"21105127901",38,8,"2127901",3,40,407
"21105128015",25,3,"2128015",8,36,217
"21105127904",48,13,"2127904",10,47,441
"21203130108",22,0,"2130108",8,17,302
"21105127913",31,4,"2127913",9,34,378
"21105128005",22,5,"2128005",10,26,249
"21105128007",40,11,"2128007",8,40,454
"21105128010",25,12,"2128010",3,45,278
"21105128012",51,14,"2128012",11,51,461
"21105128013",36,14,"2128013",13,64,324
"21105128016",29,3,"2128016",6,40,289
"21105128017",20,7,"2128017",3,20,184
"21105128102",31,4,"2128102",11,39,332
"21203130047",36,3,"2130047",9,44,284
"21105128115",57,4,"2128115",8,51,421
"21105128118",46,4,"2128118",8,55,425
"21105128120",48,0,"2128120",8,52,419
"21301132811",25,5,"2132811",19,46,272
"21202129721",34,3,"2129721",12,35,396
"21105128129",38,12,"2128129",9,37,370
"21105128136",30,10,"2128136",4,50,297
"21105128627",13,5,"2128627",3,10,304
"21105128202",31,10,"2128202",9,65,234
"21105128205",44,14,"2128205",19,71,289
"21105128210",26,13,"2128210",24,47,213
"21105128217",0,3,"2128217",0,3,12
"21105128220",69,25,"2128220",28,87,473
"21105128221",23,5,"2128221",3,22,152
"21202129346",29,7,"2129346",12,47,277
"21105128222",53,23,"2128222",23,76,380
"21105128230",0,0,"2128230",0,0,13
"21105128319",40,4,"2128319",11,37,316
"21105128231",0,0,"2128231",0,0,0
"21105128306",56,14,"2128306",19,60,512
"21105128308",27,6,"2128308",0,19,252
"21105128310",37,4,"2128310",5,22,293
"21105128311",43,13,"2128311",3,33,392
"21301133414",21,3,"2133414",21,45,347
"21105128316",33,11,"2128316",12,34,265
"21301133428",17,11,"2133428",5,27,325
"21105128322",16,4,"2128322",11,23,202
"21105128324",32,12,"2128324",3,45,277
"21105128326",24,7,"2128326",7,6,163
"21105128413",37,15,"2128413",17,69,367
"21105128401",30,13,"2128401",18,39,219
"21105128402",37,10,"2128402",12,45,301
"21105128403",34,18,"2128403",20,46,334
"21105128405",38,7,"2128405",13,50,295
"21105128409",31,3,"2128409",11,39,192
"21105128410",49,15,"2128410",20,63,343
"21105128639",26,3,"2128639",0,31,249
"21105128414",17,3,"2128414",3,25,176
"21105128416",31,7,"2128416",15,39,287
"21105128426",35,14,"2128426",12,34,249
"21105128501",16,6,"2128501",0,9,131
"21105128511",35,5,"2128511",5,31,357
"21204131013",26,3,"2131013",18,52,264
"21105128513",10,0,"2128513",0,11,115
"21105128520",23,4,"2128520",7,28,235
"21105128523",24,5,"2128523",5,18,172
"21105128526",18,4,"2128526",3,25,228
"21105128606",16,8,"2128606",3,20,230
"21105128604",17,0,"2128604",3,22,324
"21105128608",24,7,"2128608",4,20,277
"21105128614",38,3,"2128614",3,26,341
"21201129110",40,11,"2129110",8,34,431
"21105128620",15,0,"2128620",3,20,228
"21105128645",0,0,"2128645",0,0,0
"21201129126",34,3,"2129126",8,33,365
"21105128622",25,11,"2128622",12,21,230
"21105128626",20,0,"2128626",0,12,182
"21105128634",43,7,"2128634",0,33,288
"21105128635",14,3,"2128635",5,17,159
"21105128636",21,9,"2128636",0,21,162
"21105128649",17,5,"2128649",3,8,272
"21105128650",16,0,"2128650",3,9,179
"21105128654",37,6,"2128654",3,15,333
"21204131014",44,5,"2131014",41,81,392
"21201128702",49,12,"2128702",9,41,360
"21201128712",43,3,"2128712",12,31,340
"21201128721",21,4,"2128721",4,20,176
"21201129006",16,0,"2129006",3,14,211
"21201128722",76,11,"2128722",29,86,662
"21201128809",40,3,"2128809",0,20,432
"21301133410",14,0,"2133410",6,22,341
"21201128725",139,25,"2128725",52,159,976
"21201128801",17,0,"2128801",0,19,263
"21201128910",51,14,"2128910",5,49,417
"21201128805",21,3,"2128805",0,24,257
"21201128811",35,3,"2128811",6,36,380
"21201128820",18,6,"2128820",6,13,260
"21201129015",31,0,"2129015",0,24,412
"21201129017",40,3,"2129017",6,20,353
"21201129103",86,14,"2129103",23,51,662
"21201128822",23,5,"2128822",5,24,231
"21201128905",52,6,"2128905",19,56,413
"21201128909",49,14,"2128909",24,66,418
"21204131158",8,0,"2131158",3,12,287
"21201128911",30,12,"2128911",3,45,268
"21201128912",38,6,"2128912",8,44,307
"21201128913",21,14,"2128913",9,25,158
"21201128950",18,3,"2128950",8,28,184
"21201128917",26,9,"2128917",8,45,258
"21201129127",26,3,"2129127",0,21,273
"21201128919",16,6,"2128919",4,26,140
"21201128927",40,8,"2128927",3,23,312
"21201128928",31,8,"2128928",20,46,352
"21204131016",45,7,"2131016",24,81,345
"21201129009",21,0,"2129009",0,12,293
"21201129114",42,3,"2129114",5,25,403
"21201128936",44,7,"2128936",9,43,410
"21201128938",29,9,"2128938",3,57,338
"21201128940",14,0,"2128940",3,8,146
"21201129003",13,3,"2129003",3,14,194
"21201128947",20,3,"2128947",11,35,205
"21201128949",11,3,"2128949",0,26,183
"21201128952",19,3,"2128952",10,22,199
"21201128953",49,10,"2128953",13,61,456
"21204131134",34,6,"2131134",22,43,382
"21201129130",38,9,"2129130",10,57,447
"21201129134",68,3,"2129134",15,67,564
"21201129136",28,0,"2129136",7,17,265
"21201129138",38,3,"2129138",8,48,386
"21201129206",26,0,"2129206",0,24,273
"21201129140",29,12,"2129140",7,32,434
"21201129208",26,3,"2129208",0,25,359
"21201129212",38,6,"2129212",8,21,451
"21201129214",37,0,"2129214",10,35,316
"21201129220",28,6,"2129220",3,22,352
"21201129221",21,0,"2129221",7,11,317
"21201129222",37,0,"2129222",0,25,387
"21201129223",32,0,"2129223",3,6,283
"21201129225",27,4,"2129225",4,25,295
"21201129230",19,3,"2129230",3,15,251
"21202129336",31,10,"2129336",17,41,273
"21201129232",10,3,"2129232",0,7,161
"21201129233",31,4,"2129233",13,35,355
"21201129250",18,6,"2129250",7,26,258
"21201129246",41,7,"2129246",18,52,355
"21201129251",20,3,"2129251",4,21,241
"21201129252",33,4,"2129252",9,59,326
"21303134713",15,3,"2134713",13,33,196
"21202129337",11,0,"2129337",9,26,153
"21201129256",61,9,"2129256",38,73,569
"21201129269",77,10,"2129269",30,86,672
"21203130218",0,0,"2130218",0,0,0
"21201129263",25,7,"2129263",0,31,272
"21202129325",40,10,"2129325",6,34,374
"21201129265",12,4,"2129265",0,14,158
"21202129309",44,14,"2129309",15,60,478
"21202129324",48,13,"2129324",11,68,480
"21202129334",46,13,"2129334",13,45,435
"21202129340",32,3,"2129340",10,42,419
"21202129347",26,3,"2129347",4,31,229
"21202129352",20,0,"2129352",5,26,185
"21202129356",48,10,"2129356",18,66,363
"21202129401",57,7,"2129401",28,85,459
"21202129419",49,15,"2129419",19,45,335
"21402137713",21,0,"2137713",3,14,227
"21202129409",65,16,"2129409",34,100,571
"21202129412",19,0,"2129412",15,34,250
"21202129501",15,4,"2129501",4,16,225
"21202129422",45,12,"2129422",25,60,498
"21202129425",25,3,"2129425",14,31,238
"21202129426",50,8,"2129426",32,62,397
"21202129429",28,3,"2129429",4,28,169
"21202129435",13,6,"2129435",14,26,180
"21202129502",0,0,"2129502",0,0,0
"21202129438",65,16,"2129438",26,79,585
"21202129439",28,6,"2129439",12,57,258
"21202129444",0,0,"2129444",0,0,0
"21202129447",39,6,"2129447",16,51,302
"21202129458",31,6,"2129458",7,27,264
"21202129459",31,4,"2129459",9,48,245
"21202129464",44,11,"2129464",49,95,380
"21202129466",31,8,"2129466",13,56,288
"21202129519",24,0,"2129519",6,23,375
"21202129520",28,0,"2129520",10,27,365
"21202129521",25,3,"2129521",4,24,438
"21202129705",52,0,"2129705",15,76,502
"21202129709",39,6,"2129709",14,60,572
"21202129712",21,3,"2129712",8,35,303
"21202129714",29,3,"2129714",7,28,353
"21202129720",0,0,"2129720",0,0,0
"21202129724",24,0,"2129724",9,18,248
"21204131106",33,4,"2131106",9,24,417
"21203130234",45,11,"2130234",24,51,310
"21202129902",17,3,"2129902",13,30,223
"21202129905",26,3,"2129905",0,22,214
"21202129918",37,9,"2129918",11,37,338
"21203130113",61,3,"2130113",14,83,578
"21202145305",30,4,"2145305",12,52,365
"21202145307",32,7,"2145307",8,49,264
"21202145309",36,3,"2145309",12,61,338
"21202145322",13,7,"2145322",9,32,223
"21202145327",38,3,"2145327",6,29,269
"21203130413",18,0,"2130413",7,14,229
"21202145323",43,12,"2145323",11,44,414
"21202145325",26,3,"2145325",8,27,258
"21202145326",37,3,"2145326",21,69,408
"21202145329",28,0,"2145329",6,43,302
"21203130104",48,12,"2130104",14,42,451
"21202145404",34,9,"2145404",21,63,347
"21203130004",40,3,"2130004",4,30,427
"21202145418",33,4,"2145418",17,35,393
"21202145423",25,0,"2145423",13,51,292
"21202145427",20,9,"2145427",4,44,191
"21202145430",29,6,"2145430",10,44,268
"21202145434",0,0,"2145434",0,0,3
"21203130105",29,7,"2130105",8,28,245
"21202145501",66,7,"2145501",18,88,582
"21203130022",22,0,"2130022",7,9,235
"21202145509",31,3,"2145509",5,26,262
"21202145514",26,7,"2145514",4,25,249
"21202145520",27,3,"2145520",3,13,295
"21202145521",23,9,"2145521",9,42,340
"21202145522",50,8,"2145522",17,58,460
"21203130111",67,9,"2130111",13,57,515
"21202145525",37,3,"2145525",8,42,428
"21202145530",33,3,"2145530",11,35,366
"21202145531",59,9,"2145531",9,63,449
"21202145603",47,0,"2145603",3,43,430
"21202145610",32,0,"2145610",12,34,316
"21202145615",48,5,"2145615",28,64,479
"21202145617",16,0,"2145617",11,20,254
"21402138042",27,9,"2138042",6,41,250
"21202145619",53,8,"2145619",19,44,460
"21202145622",21,3,"2145622",10,30,286
"21203130002",27,6,"2130002",11,34,337
"21203130003",27,0,"2130003",3,18,340
"21203130006",29,3,"2130006",0,7,254
"21203130007",23,0,"2130007",0,21,314
"21203130033",44,4,"2130033",4,17,436
"21203130045",18,5,"2130045",0,16,314
"21402138044",24,3,"2138044",11,37,217
"21203130116",103,10,"2130116",39,94,675
"21203130118",137,17,"2130118",51,151,999
"21203130119",55,9,"2130119",34,83,391
"21203130121",64,7,"2130121",31,81,544
"21203130122",71,3,"2130122",25,90,423
"21203130129",54,12,"2130129",35,105,404
"21203130133",55,7,"2130133",34,88,473
"21203130136",74,4,"2130136",24,70,390
"21203130201",30,5,"2130201",3,24,315
"21203130202",15,3,"2130202",3,16,253
"21203130208",28,5,"2130208",3,8,260
"21203130211",31,0,"2130211",3,22,345
"21203130222",26,0,"2130222",6,21,262
"21203130412",26,0,"2130412",3,15,348
"21203130224",28,3,"2130224",3,17,256
"21203130229",25,3,"2130229",13,35,267
"21203130235",65,4,"2130235",41,75,495
"21203130239",83,12,"2130239",34,92,636
"21203130302",32,3,"2130302",3,25,377
"21203130307",25,3,"2130307",5,38,333
"21203130308",32,6,"2130308",3,27,456
"21203130311",19,3,"2130311",3,23,241
"21203130314",31,4,"2130314",3,11,515
"21203130420",11,0,"2130420",4,12,187
"21203130423",71,9,"2130423",14,79,555
"21203130433",40,4,"2130433",18,43,237
"21203130445",39,7,"2130445",14,25,367
"21203130501",28,0,"2130501",9,19,297
"21203130502",31,3,"2130502",12,48,383
"21203130504",19,3,"2130504",4,13,220
"21203130511",64,4,"2130511",14,67,585
"21203130516",50,3,"2130516",20,53,405
"21203130523",48,6,"2130523",9,27,411
"21203130525",26,8,"2130525",10,32,330
"21203130527",48,3,"2130527",14,44,539
"21203130528",36,3,"2130528",10,24,326
"21203130535",38,0,"2130535",10,24,381
"21203130537",52,9,"2130537",10,45,489
"21203130546",30,0,"2130546",16,25,274
"21303135109",54,21,"2135109",43,106,512
"21203130550",34,0,"2130550",9,34,351
"21203130606",31,8,"2130606",16,37,328
"21203130615",56,10,"2130615",42,94,543
"21203130616",49,3,"2130616",23,85,369
"21203130621",41,3,"2130621",28,65,382
"21301133430",29,5,"2133430",10,57,465
"21203130631",63,11,"2130631",52,99,478
"21203130811",35,3,"2130811",8,30,299
"21203130814",31,5,"2130814",8,33,346
"21203130821",23,6,"2130821",0,18,235
"21203145714",20,3,"2145714",9,27,268
"21203145720",29,6,"2145720",4,20,205
"21203145723",34,0,"2145723",5,19,261
"21203145727",34,6,"2145727",4,36,267
"21203145823",37,7,"2145823",12,28,302
"21203145801",21,4,"2145801",7,33,245
"21203145802",41,6,"2145802",20,51,463
"21203145803",59,5,"2145803",10,57,485
"21203145811",22,0,"2145811",14,31,302
"21203145814",52,10,"2145814",22,42,478
"21203145816",45,6,"2145816",14,53,368
"21203145817",32,5,"2145817",6,30,269
"21203145820",34,9,"2145820",17,33,376
"21203145826",48,10,"2145826",8,35,472
"21203145833",21,3,"2145833",5,26,295
"21203145834",38,7,"2145834",10,45,407
"21203145837",33,4,"2145837",3,27,324
"21204130912",42,5,"2130912",10,55,351
"21204130914",33,6,"2130914",21,53,432
"21204130920",12,7,"2130920",5,30,235
"21204130928",28,4,"2130928",16,47,389
"21204130932",18,7,"2130932",19,43,251
"21204131025",29,10,"2131025",18,54,359
